Date,Price,Open,High,Low,Vol.,Change %
5/10/2023,39933,40199,40199,39489,670.51K,-0.22%
5/11/2023,39933,39933,40154,39755,575.28K,0.00%
5/12/2023,39933,39933,40021,39533,482.65K,0.00%
5/15/2023,39844,40820,40820,39844,490.77K,-0.22%
5/16/2023,39933,40021,40021,39711,483.67K,0.22%
5/17/2023,39755,39933,40021,39755,975.78K,-0.45%
5/18/2023,39622,39844,39888,39489,580.02K,-0.33%
5/19/2023,39400,39578,39888,39311,679.75K,-0.56%
5/22/2023,39400,39400,39888,39400,684.93K,0.00%
5/23/2023,38912,39844,39844,38912,849.12K,-1.24%
5/24/2023,38601,39045,39045,38601,864.45K,-0.80%
5/25/2023,38823,38601,39045,38557,738.57K,0.58%
5/26/2023,38513,39134,39134,38513,613.94K,-0.80%
5/29/2023,38956,39001,39001,38513,752.88K,1.15%
5/30/2023,38868,39045,39045,38690,902.42K,-0.23%
5/31/2023,39045,38868,39045,38646,868.62K,0.46%
6/1/2023,38956,39045,39045,38735,696.31K,-0.23%
6/2/2023,39666,39045,39844,39045,1.36M,1.82%
6/5/2023,39666,39844,40243,39666,1.08M,0.00%
6/6/2023,39755,39933,39933,39311,953.47K,0.22%
6/7/2023,39356,39755,39844,39356,1.09M,-1.00%
6/8/2023,38779,39400,39489,38779,1.87M,-1.47%
6/9/2023,38557,38868,39090,38247,1.45M,-0.57%
6/12/2023,38735,38690,38735,38158,1.27M,0.46%
6/13/2023,39356,38779,39489,38735,1.50M,1.60%
6/14/2023,39045,39578,39666,39045,1.50M,-0.79%
6/15/2023,38912,38956,39223,38779,927.89K,-0.34%
6/16/2023,38779,39311,39489,38735,1.62M,-0.34%
6/19/2023,38424,38868,38912,38424,897.01K,-0.92%
6/20/2023,38601,38557,38601,38291,915.83K,0.46%
6/21/2023,38513,38601,39045,38424,915.95K,-0.23%
6/22/2023,39001,38779,39090,38513,1.45M,1.27%
6/23/2023,39311,38956,39888,38779,2.15M,0.79%
6/26/2023,39311,39489,39799,38956,1.38M,0.00%
6/27/2023,39311,39134,39444,39045,894.53K,0.00%
6/28/2023,40243,39311,40243,39178,2.63M,2.37%
6/29/2023,39489,40288,40731,39489,1.78M,-1.87%
6/30/2023,38468,39489,39755,38468,1.10M,-2.59%
7/3/2023,39489,38956,39489,38779,1.22M,2.65%
7/4/2023,39045,39400,39533,38823,1.33M,-1.12%
7/5/2023,39356,39223,39711,39090,1.46M,0.80%
7/6/2023,39001,39223,39622,38690,1.51M,-0.90%
